0,null
0.130899694,7.595766
0.261799388,3.732052
0.392699082,2.414218
0.523598776,1.73205
0.654498469,1.303226
0.785398163,1
0.916297857,0.767327
1.047197551,0.577351
1.178097245,0.414213
1.308996939,0.267949
1.439896633,0.131652
1.570796327,0
1.701696021,-0.131652
1.832595715,-0.267949
1.963495408,-0.414213
2.094395102,-0.577351
2.225294796,-0.767327
2.35619449,-1
2.487094184,-1.303226
2.617993878,-1.73205
2.748893572,-2.414218
2.879793266,-3.732052
3.01069296,-7.595766
3.141592654,null
3.272492347,7.595766
3.403392041,3.732052
3.534291735,2.414218
3.665191429,1.73205
3.796091123,1.303226
3.926990817,1
4.057890511,0.767327
4.188790205,0.577351
4.319689899,0.414213
4.450589593,0.267949
4.581489286,0.131652
4.71238898,0
4.843288674,-0.131652
4.974188368,-0.267949
5.105088062,-0.414213
5.235987756,-0.577351
5.36688745,-0.767327
5.497787144,-1
5.628686838,-1.303226
5.759586532,-1.73205
5.890486225,-2.414218
6.021385919,-3.732052
6.152285613,-7.595766
