-6.283185307,null
-6.021385919,3.732052
-5.759586532,1.73205
-5.497787144,1
-5.235987756,0.577351
-4.974188368,0.267949
-4.71238898,0
-4.450589593,-0.267949
-4.188790205,-0.577351
-3.926990817,-1
-3.665191429,-1.73205
-3.403392041,-3.732052
-3.141592654,null
-2.879793266,3.732052
-2.617993878,1.73205
-2.35619449,1
-2.094395102,0.577351
-1.832595715,0.267949
-1.570796327,0
-1.308996939,-0.267949
-1.047197551,-0.577351
-0.785398163,-1
-0.523598776,-1.73205
-0.261799388,-3.732052
0,null
0.261799388,23.618987
0.523598776,7.529054
0.785398163,3.588269
1.047197551,1.802529
1.308996939,0.852198
1.570796327,0.421849
1.832595715,0.395897
2.094395102,0.712614
2.35619449,1.3293
2.617993878,2.212171
2.879793266,3.332792
3.141592654,4.666638
3.403392041,6.192319
3.665191429,7.891213
3.926990817,9.746852
4.188790205,11.743805
4.450589593,13.870688
4.71238898,16.11443
4.974188368,18.465432
5.235987756,20.914473
5.497787144,23.453026
5.759586532,26.074022
6.021385919,28.769844
